rel	size
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (A#_Bb).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (F#_Gb).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (A).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (F).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (G#_Ab).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (B).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (G).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (D#_Eb).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (D).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Cm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Em).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Bm).wav	4240436
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (C#m_Dbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Fm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Am).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (G#m_Abm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (F#m_Gbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Dm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (Gm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (D#m_Ebm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/8. Driving Electric Bass (Minor) 120bpm - 行进动感电贝斯（小调）120拍/Driving Electric Bass (A#m_Bbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Gm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Dm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (A#m-Bbm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Am).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Cm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (G#m_Abm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (C#m_Dbm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (F#m_Gbm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Em).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Bm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (Fm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/7. Synth Stab (Major_Minor) 120bpm - 短促冲击合成器（大小调通用）120拍/Synth Stab (D#m_Ebm).wav	11659074
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (F#m_Gbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Fm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (D#m_Ebm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Bm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (G#m_Abm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Cm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Gm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (A#m_Bbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (C#m_Dbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Em).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Dm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/11. Thumping Pulse (Minor) 120bpm - 厚重敲击脉动低音（小调）120拍/Thumping Pulse (Am).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (A#_Bb).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (D).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (F).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (F#_Gbm).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (C#_Db).wav	1414296
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (D#_Eb).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (E).wav	1414296
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (B).wav	1414296
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (G).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (A).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (G#_Ab).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/4. Synth Pluck (Major) 90bpm - 清脆拨音合成器（大调）90拍/Synth Pluck (C).wav	1414298
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (G#_Ab).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (G).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (A#_Bb).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (A).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (B).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (C).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (F#_Gb).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (F).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (E).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (D#_Eb).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (C#_Db).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/1. Piano Pattern (Major) 90bpm - 钢琴节奏织体（大调）90拍/Piano Pattern (D).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/11. Expansive Pulsing Swell (ANY KEY) - 广阔脉动渐强铺底（任意调）.wav	3469726
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/12. Clock Riser (ANY KEY) 120bpm - 时钟上升过渡音色（任意调）120拍.wav	3975486
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (Am).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (G#m_Abm).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (C).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (Em).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (A#_Bb).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (Dm).wav	6889942
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (Gm).wav	6889942
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (C#m_Dbm).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (D#m_Ebm).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (Fm).wav	6889944
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/6. Melodic Risers - 旋律渐强上升音色/7. Tension (Minor) - 紧张压抑氛围（小调）/Tension (F#m_Gbm).wav	6889944
