旧路径	库内现路径	大小	md5	类型
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/House Pack 1 - [ 9377610 ]/Sunday Walk - [ 9269649]/Sunday Walk.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Sunday Walk - [ 9269649 ]/Sunday Walk (Full).mp3	9056569	631f59cd886375468324962da5bb209f	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/House Pack 1 - [ 9377610 ]/Sunday Walk - [ 9269649]/Sunday Walk.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Sunday Walk - [ 9269649 ]/Sunday Walk (Full).wav	34488376	e8c31c8abf8a53160af9a2bf01f766c6	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Indie Energetic Motivational Upbeat Action Sports Rock - [ 5158889 ]/Indie Energetic Motivational Upbeat Action Sports Rock (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Shake It Loose - [ 5158889 ]/Shake It Loose.mp3	8772274	ee2fbdabbaa9cadd998808f11e2e8ef9	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Indie Energetic Motivational Upbeat Action Sports Rock - [ 5158889 ]/Indie Energetic Motivational Upbeat Action Sports Rock (Full).wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Shake It Loose - [ 5158889 ]/Shake It Loose.wav	33228308	edc3a70c5586ab3cd9d0c2a0b04870f8	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Indie Rock Energy - [ 5158889 ]/Indie Rock Energy.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Shake It Loose - [ 5158889 ]/Shake It Loose.mp3	8772274	ee2fbdabbaa9cadd998808f11e2e8ef9	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Indie Rock Energy - [ 5158889 ]/Indie Rock Energy.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Shake It Loose - [ 5158889 ]/Shake It Loose.wav	33228308	edc3a70c5586ab3cd9d0c2a0b04870f8	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspirational Piano And Strings - [ 19984504 ]/19984504_inspirational-piano-and-strings_by_ivanluzan.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/R/Relaxing Piano - [ 19984504 ]/Relaxing Piano (Full).mp3	8165758	22d2b9c2eb785cd4980fcdd4b2be343f	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspired Piano - [ 4948105 ]/Inspired Piano (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspired By Love - [ 4948105 ]/Inspired by Love.mp3	8525035	01b35a5adef479d6a93d3914e45f0058	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspired Piano - [ 4948105 ]/Inspired Piano (Full).wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspired By Love - [ 4948105 ]/Inspired by Love.wav	32137408	034fd195d617777de08da4b7018b81e6	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring & Uplifting Upbeat Energetic Summer Fun Pop - [ 5919214 ]/Inspiring & Uplifting Upbeat Energetic Summer Fun Pop (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring & Uplifting Summer Pop - [ 5919214 ]/Inspiring & Uplifting Summer Pop.mp3	7953189	5cc6ca9f8606787c1ae6bd2dc6242a13	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring - [ 12467307 ]/12467307_inspiring_by_redlionproduction_clean.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring - [ 12467307 ]/Inspiring (Main).mp3	7812532	472ad3072aa6a4c7ea4034d03b73bc9e	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Cinematic Adventure News - [ 400212 ]/Inspiring Cinematic Adventure News (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/N/News - [ 400212 ]/News.mp3	6260189	ac26353b22dc3094046dd57680093a5a	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Energetic Upbeat Corporate Indie - [ 11411185 ]/11411185_inspiring-energetic-upbeat-corporate-indie_by_audiopizza.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring & Energetic Upbeat Corporate Indie - [ 11411185 ]/Inspiring & Energetic Upbeat Corporate Indie (Full Complete).mp3	8137102	b7c69f220e2e01a3ddf455c2741c1ff4	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Romantic Wedding Piano - [ 21653151 ]/Inspiring Romantic Wedding Piano (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Romantic - [ 21653151 ]/21653151_inspiring-romantic_by_lulu_production.mp3	7649522	cc466f3337998d0e84c8fcf7fe70df55	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Uplifting Epic Motivational Cinematic Trailer - [ 10938456 ]/Inspiring Uplifting Epic Motivational Cinematic Trailer (46 sec).wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Cinematic - [ 10938456 ]/Inspiring Cinematic (46 sec).wav	9638992	d4bb92d9a5b71f3b8ba13a6527c60ab3	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Uplifting Epic Motivational Cinematic Trailer - [ 10938456 ]/Inspiring Uplifting Epic Motivational Cinematic Trailer (Main).wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/Inspiring Cinematic - [ 10938456 ]/Inspiring Cinematic.wav	31230352	dbc4726c54e650c56619bef794212909	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Let's Go! - [ 16279077 ]/16279077_let-s-go_by_alex_besss.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Let's GO - [ 16279077 ]/Let's GO (Full Version).mp3	6561532	2fab51a9a276d7aeb798a097de3054e8	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light & Happy Christmas - [ 20997723 ]/Using on a TV show/Cue_Sheet_Sample.xlsx	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Happiness Forever - [ 409736 ]/Using on a TV show/Cue_Sheet_Sample.xlsx	102986	5af884399887aacb974044e47149c137	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light & Happy Christmas - [ 20997723 ]/Using on a TV show/Cue_Sheet_Template.xlsx	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Happiness Forever - [ 409736 ]/Using on a TV show/Cue_Sheet_Template.xlsx	111559	d950e571a5cc23db4d3d2f8bc739251a	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light & Happy Christmas - [ 20997723 ]/Using on a TV show/Thank you-Please rate my music.pdf	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Happy Upbeat Acoustic with Whistle - [ 5542289 ]/Thank you-Please rate my music.pdf	72312	0e872d48c7fbcf33598328911800f96c	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light & Happy Christmas - [ 20997723 ]/Using on a TV show/Using on a TV or radio commercial.pdf	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Happy Upbeat Acoustic with Whistle - [ 5542289 ]/Using on a TV or radio commercial_.pdf	130507	602825a50802a7b3b9941ebee7429385	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light & Happy Christmas - [ 20997723 ]/Using on a TV show/Using on a TV show.pdf	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Happiness Forever - [ 409736 ]/Using on a TV show/Using on a TV show.pdf	127125	9513f49b3c85a9a32905ad392dbd7e8d	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Light Happy Christmas - [ 20989944 ]/Support Information.pdf	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/S/Silent Night Rock - [ 19170965 ]/Support Information.pdf	51719	0135639613b232bf821602ab1fb1b274	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Logo Pack 2013 - [ 4156999 ]/Dreamy Logo - [ 2831230 ]/Dreamy Logo.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/D/Dreamy Logo - [ 2831230 ]/Dreamy Logo.mp3	1978299	a4760b539091f10cbdd1b1300ca191a2	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Logo Pack 2013 - [ 4156999 ]/Elegant Corporate Logo - [ 2776547 ]/Elegant Corporate Logo.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/E/Elegant Corporate Logo - [ 2776547 ]/Elegant Corporate Logo.mp3	2376405	03825ef80312a967545f21e3f5ca6992	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Logo Pack 2013 - [ 4156999 ]/Hi Tech Logo - [ 3974717 ]/Hi Tech Logo.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Hi Tech Logo - [ 3974717 ]/Hi Tech Logo.mp3	2177874	0c74f8f58a6f45a12e2a6e216f56fc4e	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Logo Pack 2013 - [ 4156999 ]/New Year's Eve Logo - [ 2960899 ]/New Year's Eve Logo.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/N/New Year's Eve Logo - [ 2960899 ]/New Year's Eve Logo.mp3	1870674	9bf736f46e1555f0203e2050ed302603	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/L/Lovely Pop Music - [ 6160764 ]/Lovely Pop Music (Full).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/R/Romance - [ 6160764 ]/Romance.mp3	4862298	2f2cfd729102b726b0e63a122ca71c86	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Magic & Beautiful Christmas Story - [ 20879162 ]/Magic & Beautiful Christmas Story (Main).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/I/In Christmas - [ 20879162 ]/In Christmas (Main).mp3	7985781	c034380a22fd26117d1b14b10d734a7c	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Magical Christmas - [ 18918103 ]/Magical Christmas (Full version).mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/T/This Christmas - [ 18918103 ]/This Christmas (Full).mp3	5124126	8f9e678b28a4354ee931255d83419693	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Digital Reveal - [ 588518 ]/Digital Reveal.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/D/Digital Reveal - [ 588518 ]/Digital Reveal.wav	3951272	3e274850465c0b20e3a9e47e988c1e60	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Hi-Tech Stinger - [ 683599 ]/Hi-Tech Stinger.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Hi-Tech Stinger - [ 683599 ]/Hi-Tech Stinger.wav	3005124	f102c32295876d719fe473eaa23f4e80	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Hi-Tech Stinger 2 - [ 686115 ]/Hi-Tech Stinger 2.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/H/Hi-Tech Stinger 2 - [ 686115 ]/Hi-Tech Stinger 2.wav	3975324	908f8c3b60b32471fbe8a14b3f1a2fb5	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo - [ 537029 ]/Modern Electronic Logo.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo - [ 537029 ]/Modern Electronic Logo.wav	4202124	bc493c94b95e9b8b9d83f64e74eb8556	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo 2 - [ 860014 ]/Modern Electronic Logo 2.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo 2 - [ 860014 ]/Modern Electronic Logo 2.wav	4617924	6be413168029436da3b2ba20c75bfebe	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo 3 - [ 860014 ]/Modern Electronic Logo 3.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo 3 - [ 935534 ]/Modern Electronic Logo 3.wav	3540624	2b5ab87fecd986084f82ba375009c9a8	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo 3 - [ 935534 ]/Modern Electronic Logo 3.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo 3 - [ 935534 ]/Modern Electronic Logo 3.wav	3540624	2b5ab87fecd986084f82ba375009c9a8	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo 4 - [ 1021790 ]/Modern Electronic Logo 4.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo 4 - [ 1021790 ]/Modern Electronic Logo 4.wav	2803524	9ef4c7a05823f2b73b356162386ec90b	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logos Pack - [ 1742640 ]/Modern Electronic Logo 4 - [ 860014 ]/Modern Electronic Logo 4.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Modern Electronic Logo 4 - [ 1021790 ]/Modern Electronic Logo 4.wav	2803524	9ef4c7a05823f2b73b356162386ec90b	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Motivation Corporate Pack - [ 23150953 ]/For Business - [ 22804352 ]/For Business.mp3	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/F/For Business - [ 22804352 ]/For Business.mp3	5656529	80fe2921c2341f008ecf2dea6260e9ea	dup_internal
音乐&音效库/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/M/Motivation Corporate Pack - [ 23150953 ]/For Business - [ 22804352 ]/For Business.wav	04_音乐/190606-06AG【AudioJungle宣传包装配乐AE模板背景音乐合集完整67G】/AJ2012-2019/AudioJungle Stock Music Bundle/F/For Business - [ 22804352 ]/For Business.wav	46343702	c28d8f01c4ff10b026d487671a88a3d6	dup_internal
